Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
RIC,Richards Group Inc.,Sell,Strong sell,Buy,48.72920799767718,-0.389999999999997,-0.13654411764698793,45.09011169739008,50.463122074990544,62.5071548351223,
PRN,Profound Medical Corp,Neutral,Sell,Buy,45.466533039712964,0.5700000000000003,-1.0269999999999992,-12.801128918456218,44.11400247831474,40.266968581268806,
MKA,Mkango Resources Ltd.,Sell,Sell,Neutral,46.150345461568755,-0.040000000000000036,-0.0027647058823528914,-157.38592420727022,24.837662337662326,31.31118131118131,
AUMB,1911 Gold Corp.,Buy,Strong buy,Neutral,51.49937676418483,0.1050000000000001,-0.08032352941176535,-25.98206000618562,44.18604651162792,29.42978827710881,
D.UN,Dream Office Real Estate Investment Trust Class A,Sell,Strong sell,Neutral,35.6000595577535,-1.259999999999998,-1.1319117647058583,-93.0501858388879,8.524173027989844,6.035554170777748,
NEXG,Nexgold Mining Corp.,Strong buy,Strong buy,Buy,55.53268221599381,0.27,-0.04030882352941112,26.513540337445384,66.3814616755793,42.49752426223013,Doji
RECO,Reconnaissance Energy Africa Ltd.,Buy,Strong buy,Buy,53.65372354584981,0.13,-0.06142647058823514,226.4631043256999,76.1111111111111,73.51851851851858,Long Upper Shadow
LIFT,Li-FT Power Ltd.,Buy,Buy,Neutral,51.812360066420226,0.8999999999999995,-0.16904411764705962,-21.3791167664671,54.36400782935436,39.54029904338143,
CMG,Computer Modelling Group Ltd.,Sell,Strong sell,Buy,33.15940309831798,-0.47000000000000064,-0.8387058823529467,-93.13151334955106,15.740229885057465,12.932253086419744,
GLO,Global Atomic Corporation,Strong buy,Strong buy,Buy,53.95960948380262,0.12,-0.0880147058823526,11.475478493947756,51.30268199233715,29.94982667396459,
FAR,Foraco International SA,Strong buy,Strong buy,Buy,71.6236175263937,0.29000000000000004,0.15201470588234578,240.53317176613177,73.73440939104914,50.99750253822153,
SSV,Southern Silver Exploration Corp.,Buy,Strong buy,Neutral,51.16796484628257,0.08999999999999997,-0.12904411764705914,-39.98301177041612,29.444444444444457,15.939083303876524,
FISH,Sailfish Royalty Corp.,Neutral,Buy,Neutral,51.039989548950835,0.5499999999999998,0.48885294117646616,-1.1001100110001047,42.145593869731805,48.08429118773947,Marubozu Black
CAPT,Capitan Silver Corp,Strong buy,Strong buy,Buy,59.97726567009679,0.3500000000000001,-0.010823529411763566,125.74341546304193,71.24183006535947,53.59477124183005,
KCP,King Copper Discovery Corp.,Neutral,Sell,Buy,41.63388565265525,-0.1200000000000001,-0.10902941176470549,-102.31825047612813,5.770394155149131,6.087117157897527,
ADN,Acadian Timber Corp.,Buy,Strong buy,Buy,56.30345913896206,0.39000000000000057,0.45279411764696675,51.549794460936596,58.98493543758959,61.32831181252978,
DBG,Doubleview Gold Corp.,Strong buy,Strong buy,Buy,59.97547196750613,0.31000000000000005,0.0011029411764698072,123.72188139059308,78.91472868217055,66.42629144681129,Marubozu Black
BNKR,Bunker Hill Mining Corp,Buy,Buy,Neutral,49.088376298391935,0.010000000000000009,-0.020492647058823477,-33.09692671394816,39.340776182881434,29.475456317561566,
CKG,Chesapeake Gold Corp.,Strong buy,Strong buy,Buy,61.895242081872915,1.3800000000000003,-0.4896764705882375,106.99389274794109,37.97384057665161,21.525333245791334,
AGX,Silver X Mining Corp,Buy,Buy,Neutral,49.085795044307574,0.040000000000000036,-0.13964705882352924,-68.11432813660001,24.04719463542993,14.06432036684133,
DRX,ADF Group Inc.,Strong buy,Strong buy,Buy,69.95171900377304,1.4900000000000002,0.7854999999999954,124.44656390404492,90.73132977756579,87.59385030726959,
XTC,Exco Technologies Limited,Buy,Strong buy,Neutral,70.53829653644682,0.5499999999999998,0.6292794117647151,112.01079622132228,96.3964876730834,95.9994064249383,
FO,Falcon Oil & Gas Ltd.,Strong buy,Strong buy,Buy,61.73856297463671,0.030000000000000027,0.009036764705881967,149.1973559962237,80.95238095238096,57.671957671957664,Marubozu White
HITI,"High Tide, Inc.",Buy,Buy,Buy,52.97689750157618,0.28000000000000025,-0.17705882352941327,76.55022563931378,79.87567987567984,67.40413651434882,
APGO,Apollo Silver Corp,Neutral,Neutral,Neutral,45.70541309747251,0.17999999999999972,-0.9804852941176465,-60.159968595122685,24.157092438236834,14.059105663568069,
MLP,Millennial Potash Corp,Neutral,Sell,Buy,43.75496507568483,0.0900000000000003,-0.3045294117647064,-41.377363815976715,38.4865405662078,27.07477914644768,
ALV,Alvopetro Energy Ltd.,Strong buy,Strong buy,Buy,69.05791897063709,0.9000000000000004,0.9125882352941179,83.76501430534057,81.34920634920637,85.08575077540594,
CKI,Clarke Inc.,Sell,Strong sell,Neutral,49.944465735561785,0.14999999999999858,0.5457647058823376,-3.4260378879436213,68.29010900049143,76.26131205366168,
PNPN,Power Metallic Mines Inc.,Sell,Sell,Neutral,44.36544863319103,0.020000000000000018,-0.11741176470588233,-67.91406791406777,30.427828868452618,26.643769842490347,
DR,Medical Facilities Corporation,Buy,Strong buy,Neutral,60.63908370768647,0.16000000000000014,0.3573823529411726,112.85801340645908,64.58987319322516,60.89503709615442,Long Upper Shadow
VCM,Vecima Networks Inc.,Strong buy,Strong buy,Buy,79.60330123345572,1.879999999999999,1.326749999999981,173.4419688994656,98.57549857549857,98.0841488087865,"Hanging Man, Long Lower Shadow"
ACB,Aurora Cannabis Inc.,Sell,Strong sell,Buy,45.40725015122828,0.6100000000000003,-0.5483088235294087,-8.587984616983118,47.12503845400901,36.16386995246513,Long Upper Shadow
GMG,Graphene Manufacturing Group Ltd,Buy,Strong buy,Neutral,51.64143099158008,0.51,-0.12944117647058695,19.43566327127986,73.75856575893654,66.97637201046838,Shooting Star
TSND,TerrAscend Corp.,Sell,Strong sell,Neutral,43.095341594709296,-0.06999999999999995,-0.12250000000000094,-22.22222222222334,47.99679487179487,50.61431623931626,
OLY,Olympia Financial Group Inc.,Buy,Strong buy,Neutral,57.96918575015789,4.239999999999995,4.903132352941185,71.72920032712506,82.54318265343625,90.66628919795251,
AGMR,"Silver Mountain Resources, Inc. Class A",Strong buy,Strong buy,Neutral,58.45436561581158,1.3899999999999997,0.012720588235294095,63.91681704906754,60.48513549066033,47.172744565703965,
MPC,Madison Pacific Properties Inc. Class B,Sell,Strong sell,Neutral,39.725173180099254,-0.33999999999999986,-0.2641176470588249,-146.1988304093616,-1.6579330501069005e-14,1.0101010101009658,
MXG,Maxim Power Corp.,Strong buy,Strong buy,Buy,55.38350690778008,0.1800000000000006,0.023882352941185125,111.04429745440423,77.51633986928103,73.2679738562091,
WILD,WildBrain Ltd.,Sell,Strong sell,Buy,44.8780063023882,0.07000000000000006,-0.06600000000000072,-63.255505878456155,26.365663322185085,26.302841910310363,
AHR,Amarc Resources Ltd.,Neutral,Neutral,Neutral,46.09951038329032,0.050000000000000044,-0.13292647058823448,-50.222176294305896,28.218694885361572,22.534538506760743,Marubozu White
GRID,Tantalus Systems Holding Inc,Sell,Sell,Neutral,44.00095836896554,-0.23000000000000043,0.10047058823529209,-182.0602662929222,18.97792233392471,29.863985807214693,
AU,Aurion Resources Ltd.,Strong buy,Strong buy,Buy,62.4082542735388,0.135,0.11083823529411796,118.85714285714316,72.72727272727269,63.636363636363626,
DNG,Dynacor Group Inc,Buy,Strong buy,Neutral,57.391200180045516,0.6299999999999999,-0.01626470588235218,80.49988069673279,83.56092935040307,61.78141788016989,
MGA,Mega Uranium Ltd.,Strong buy,Strong buy,Buy,60.24133063104062,0.16999999999999993,0.0034411764705880588,97.7849810913018,79.82456140350877,57.438596491228076,Marubozu White
SASK,Atha Energy Corp.,Buy,Strong buy,Neutral,53.44864142875404,0.020000000000000018,-0.05632352941176455,-30.10327400571301,31.78299532979335,20.62317089845341,
MGG,Minaurum Silver Inc.,Strong buy,Strong buy,Neutral,53.39110032343652,0.09500000000000003,-0.035301470588235406,0.7694998251136844,36.11111111111112,31.48148148148152,
JOY,"Journey Energy, Inc.",Buy,Strong buy,Buy,69.2923455528808,0.73,0.4576911764705902,149.01396631301256,91.40211640211645,85.83724569640064,Hanging Man
HAI,"Haivision Systems, Inc.",Strong buy,Strong buy,Buy,77.4827223210669,1.33,1.709676470588243,186.31955079122088,96.27904069663617,93.66942921870555,
ERE.UN,European Residential Real Estate Investment Trust,Sell,Strong sell,Sell,44.5648722039665,-0.020000000000000018,-0.026750000000021812,-84.27267847551205,62.49999999999991,56.944444444444315,Doji
CVVY,Cavvy Energy Ltd,Buy,Strong buy,Neutral,55.302807639529846,0.040000000000000036,0.014014705882353873,224.73320778405332,70.83333333333336,63.29365079365079,"Gravestone Doji, Long Upper Shadow"
SEI,Sintana Energy Inc.,Buy,Strong buy,Buy,63.96646409185066,0.10000000000000003,0.020985294117646824,226.19713061300607,84.79853479853479,81.53513153513155,Hanging Man
PLSR,"Pulsar Helium, Inc.",Neutral,Neutral,Neutral,49.032838198967916,-0.06000000000000005,0.24955882352941283,-107.93650793650804,37.725040916530325,58.301509365339165,
OGI,Organigram Global Inc.,Sell,Sell,Neutral,45.20495550307513,-0.06999999999999984,-0.28257352941176084,-30.39120594891869,41.64152840623427,27.02362996480642,
PPX,PPX Mining Corp.,Sell,Sell,Neutral,44.025446113781996,-0.0050000000000000044,-0.012602941176470539,-102.66666666666661,21.318681318681335,19.45333419017631,
SOMA,Soma Gold Corp.,Buy,Strong buy,Neutral,58.187740812159426,0.3350000000000002,0.09457352941176422,41.28028716721484,70.79831932773112,49.48179271708685,
LIB,LibertyStream Infrastructure Partners Inc.,Buy,Neutral,Buy,44.958423543209626,-0.25,-0.130705882352941,-100.87116001834012,17.43589743589745,14.582065768506459,
SUNN,PowerBank Corporation,Strong sell,Strong sell,Neutral,29.33155823291044,-0.75,-0.6772352941176527,-145.4439817952937,5.614470960008717,7.7857929848776495,
NIM,Nicola Mining Inc.,Buy,Strong buy,Neutral,57.06525842480645,0.10000000000000009,0.12447058823529478,41.20541205412017,46.96969696969693,49.36775158997377,
MMA,Midnight Sun Mining Corp.,Sell,Strong sell,Neutral,42.610708629522236,0.06000000000000005,-0.24873529411764594,-76.22985581000854,18.26631170893465,12.975536672097244,
STLR,STLLR Gold Inc.,Buy,Strong buy,Buy,56.842727880527015,0.28,0.06708823529411778,69.95884773662549,67.84175479827653,61.45710928319624,
PIF,Polaris Renewable Energy Inc.,Sell,Strong sell,Neutral,44.38514309067213,-0.15000000000000036,-0.14466176470584813,-120.84322019322002,42.012735326688805,43.673864894795166,
PNE,Pine Cliff Energy Ltd.,Sell,Strong sell,Neutral,35.17724894799038,-0.030000000000000027,-0.052647058823530046,-96.19047619048119,30.158730158730094,21.671075837742453,
DPRO,Draganfly Inc,Buy,Strong buy,Buy,51.33796900793023,1.8399999999999999,-1.3129411764705878,23.64691194829921,64.08631445944876,47.67455299560398,
CERT,Cerrado Gold Inc,Buy,Strong buy,Neutral,50.95559041645109,0.1200000000000001,-0.06967647058823512,-9.819967266774714,36.565515637716544,27.101499825601664,
GPH,Graphite One Inc.,Sell,Strong sell,Buy,23.77576415931111,-0.575,-0.5678823529411765,-110.60920522524708,4.810734463276831,4.689041341583675,
RBY,Rubellite Energy Corp.,Buy,Strong buy,Sell,56.16044266372677,-0.020000000000000018,0.11714705882353105,56.28220372572447,72.91666666666669,72.29166666666664,Marubozu Black
GH,Gamehost Inc.,Strong buy,Strong buy,Neutral,51.40166431183691,-0.13000000000000078,-0.0814264705882124,-15.519968366964646,25.555555555555554,25.98290598290605,Marubozu White
RVG,Revival Gold Inc,Strong buy,Strong buy,Buy,56.033063885525586,0.13,0.05017647058823582,97.46428815528697,70.2294685990338,53.81400966183573,Bearish Harami
SLG,San Lorenzo Gold Corp,Buy,Strong buy,Neutral,71.18964119401147,0.54,1.0331029411764696,91.80911008279035,80.17208129357664,74.22203460823584,
LAM,Laramide Resources Ltd.,Strong buy,Strong buy,Neutral,59.79728998766987,0.13,0.06600000000000117,80.79376328844839,67.5438596491228,56.855100714749845,Long Lower Shadow
GG,Golconda Gold Ltd,Buy,Strong buy,Neutral,54.30206610651774,0.06000000000000005,0.11998529411764736,-9.410300067739312,32.133757312623565,20.212983053714584,
DND,Dye & Durham Ltd.,Sell,Strong sell,Neutral,46.39897193273551,-1.0199999999999996,0.08877941176470161,2.1072979053776972,42.905334176681436,44.5709466582332,Spinning Top White
GRSL,GR Silver Mining Ltd.,Buy,Strong buy,Neutral,51.81666607623043,0.02999999999999997,-0.08861029411764748,-37.378170653809015,34.523809523809526,21.362433862433903,Marubozu White
ADW.A,Andrew Peller Limited Class A,Sell,Strong sell,Sell,39.781823646387565,-0.1299999999999999,-0.03660294117647389,-110.04256660886149,13.058790767769116,28.758756710330122,
MSCL,Satellos Bioscience Inc,Buy,Strong buy,Neutral,60.962126757153165,-0.5599999999999987,2.1504411764705864,-4.347082814369641,34.331103678929786,41.01800797452971,
MSCL,Satellos Bioscience Inc,Buy,Strong buy,Neutral,68.2981652930569,0.6199999999999992,4.187764705882353,60.91642243977479,83.40755401616359,84.34592143121012,
CRRX,CareRx Corporation,Buy,Buy,Neutral,49.28100065849943,-0.010000000000000231,-0.023411764705880245,-35.13174404014159,27.55555555555556,28.82539682539688,
GENM,Generation Mining Ltd.,Strong buy,Strong buy,Buy,53.256804899076634,0.10999999999999999,0.012970588235293623,36.69089650398074,39.28571428571426,39.28571428571425,
VROY,Vizsla Royalties Corp,Sell,Sell,Neutral,43.50199466626182,0.33999999999999986,-0.8627499999999988,-40.86120486856899,45.608997723317806,35.292626243809806,
STCK,"Stack Capital Group, Inc.",Neutral,Sell,Neutral,48.630817711447044,-0.8000000000000007,1.0658235294117624,-89.73567726479483,11.091695991586866,28.901535474597086,
ECO,EcoSynthetix Inc.,Neutral,Sell,Buy,51.369752847815846,0.2599999999999998,-0.047308823529418564,52.17391304347849,55.10204081632651,60.544217687074784,
PRQ,Petrus Resources Ltd.,Sell,Strong sell,Neutral,40.37612735441585,-0.030000000000000027,-0.06494117647058628,-118.2205971968318,20.804195804195817,22.62703962703964,
HBFG,Happy Belly Food Group Inc,Buy,Buy,Buy,47.76081403311539,0.010000000000000009,-0.1773382352941164,-32.367427876928566,36.781609195402275,19.89582550772543,
DGX,Digi Power X Inc.,Sell,Strong sell,Buy,44.63647377140463,0.3999999999999999,-0.5177499999999982,-7.190430751139825,45.32546319068698,36.562530217227696,
EOG,Eco (Atlantic) Oil & Gas Ltd.,Buy,Strong buy,Neutral,58.69011686209546,0.010000000000000009,0.0892058823529418,81.6446402349487,62.95454545454544,69.84105763517525,
SHLE,Source Energy Services Ltd.,Buy,Strong buy,Neutral,59.624698297708335,2.0200000000000014,1.0435441176470306,82.45716510903439,78.55905751589209,84.12051076364074,Bearish Harami
ORV,Orvana Minerals Corp.,Sell,Sell,Neutral,38.64989963802672,-0.010000000000000009,-0.31566176470588303,-78.36036319739671,19.522322311987512,14.207146785811743,
SVE,Silver One Resources Inc.,Buy,Strong buy,Neutral,50.24848713779768,0.10999999999999999,-0.09802941176470625,-41.86723385200928,32.71604938271605,20.187176423735554,
BMM,Black Mammoth Metals Corporation,Neutral,Buy,Neutral,48.99345898046053,0.29000000000000004,-1.1359411764705865,-45.79317886678942,32.749068901303545,23.722327607771238,Marubozu White
CBST,Cannabist Company Holdings Inc,Sell,Strong sell,Neutral,35.583396215608346,-0.010000000000000002,-0.01375000000000004,-181.3725490196082,-4.736951571734001e-15,14.28571428571428,
MAXQ,Maritime Launch Services Inc,Buy,Strong buy,Neutral,57.01102197797682,0.08500000000000002,0.04339705882352929,86.83473389355736,79.71014492753625,78.04128238910849,
TECT,"Tectonic Metals, Inc.",Buy,Strong buy,Neutral,60.373525707958485,0.21999999999999975,0.6652205882352948,26.28801688573356,34.810126582278464,35.701364323023974,Shooting Star
FCD.UN,Firm Capital Property Trust,Strong buy,Strong buy,Buy,57.71034735664861,0.09000000000000075,-0.012147058823533285,83.53609083535058,68.51851851851848,62.96296296296294,
BOIL,Beyond Oil Ltd,Buy,Strong buy,Neutral,56.138099863383246,0.18000000000000016,0.09994117647058909,98.9219350994097,87.50000000000004,89.00000000000004,Marubozu Black
GCU,Gunnison Copper Corp.,Neutral,Neutral,Neutral,49.16568443361371,0.030000000000000027,-0.007830882352941049,-47.573435504469685,28.989898989899018,26.520763187429882,
ACX,ACT Energy Technologies Ltd.,Buy,Strong buy,Buy,66.97855389957675,0.6499999999999995,0.5837794117647048,144.32372571907715,88.47930067623287,83.424047501237,Bearish Harami
QIPT,Quipt Home Medical Corp,Buy,Strong buy,Sell,64.89522154013736,0.07000000000000028,0.005705882352938119,174.79674796746446,92.5252525252527,80.42648709315387,
MOLY,Greenland Resources Inc.,Sell,Sell,Neutral,45.21938375935597,0.020000000000000018,-0.12869117647058803,-75.09157509157475,35.416666666666664,35.226718943824196,
OCG,Outcrop Silver & Gold Corporation,Buy,Buy,Neutral,49.81918914725313,0.057499999999999996,-0.09583823529411756,-35.20536462699084,40.37037037037038,24.179894179894188,Marubozu White
BOGO,Borealis Mining Company Limited,Strong buy,Strong buy,Neutral,63.53722352416261,0.3700000000000001,0.07610294117647154,197.59926131117322,70.07986845196146,53.11095450630332,Doji
HFPC.U,Helios Fairfax Partners Corp.,Buy,Strong buy,Sell,56.091350506425385,0,0.14111764705881868,47.471620227038386,91.02564102564111,92.7350427350428,"Dragonfly Doji, Long Lower Shadow"
SCOT,Scottie Resources Corp.,Strong buy,Strong buy,Buy,72.823813080001,1.02,0.5437499999999995,202.0658489347959,89.21901528013582,89.27825946543076,
BIG,Hercules Metals Corp,Buy,Strong buy,Neutral,50.1132721003318,0.015000000000000013,-0.0678382352941177,-38.48201384135601,39.30905695611577,28.663980211967807,Marubozu White
AGAG,Argenta Silver Corp,Buy,Buy,Buy,51.22896249910047,0.08999999999999997,-0.10763235294117635,13.151239251391251,59.80392156862744,39.26245619020557,
WNDR,WonderFi Technologies Inc,Buy,Strong buy,Neutral,65.42812873864285,0.020000000000000018,0.0090514705882358,147.27722772277025,89.68253968253968,85.71428571428571,Marubozu White
GDV,Global Dividend Growth Split Corp. Class A,Buy,Strong buy,Buy,65.23699292631052,0.5500000000000007,0.44541176470588084,95.68643162392654,77.77777777777786,76.22461170848273,Spinning Top Black
ANDC,Andina Copper Corporation.,Buy,Strong buy,Neutral,59.39789032625469,0.06500000000000006,0.062147058823529666,61.751732829237646,48.76543209876544,40.946502057613195,
TINY,Tiny Ltd. Class A,Sell,Strong sell,Neutral,28.847271128682394,-0.5300000000000002,-1.5379411764705875,-73.18481848184838,22.67712925885478,19.74512529557768,
